BMI (组),BMI,HR (组),HR,记录数,avg (组),avg,handedness,height,name,weight
Weighter(24-27),24.263513514,High(40-180),166,1,Median(0.2-0.28),.258,R,74,Bill Robinson,189
Normal(19-24),23.109796187,Lower(0-10),0,1,No recorder(0),0,L,78,Jim Umbarger,200
Weighter(24-27),26.443865741,Excellent(>180),242,1,Median(0.2-0.28),.254,R,72,Sal Bando,195
Weighter(24-27),25.033783784,High(40-180),76,1,Median(0.2-0.28),.236,R,74,George Mitterwald,195
Normal(19-24),23.125,Lower(0-10),0,1,No recorder(0),0,R,76,Mike Darr,190
Normal(19-24),23.672448980,Lower(0-10),0,1,Median(0.2-0.28),.219,R,70,Craig Robinson,165
Weighter(24-27),24.950657895,High(40-180),79,1,Median(0.2-0.28),.232,R,76,Bob Tillman,205
Weighter(24-27),26.085343228,Lower(0-10),0,1,No recorder(0),0,L,77,Curt Wardle,220
Weighter(24-27),24.409722222,Lower(0-10),4,1,Median(0.2-0.28),.216,R,72,Pat Corrales,180
Weighter(24-27),25.101869355,Median(10-40),27,1,Median(0.2-0.28),.241,R,69,Mike Tyson,170
Normal(19-24),23.672448980,Lower(0-10),4,1,Median(0.2-0.28),.237,B,70,Rafael Landestoy,165
Weighter(24-27),25.765817901,Median(10-40),23,1,Median(0.2-0.28),.258,R,72,Duane Josephson,190
Weighter(24-27),25.087770062,Median(10-40),24,1,Median(0.2-0.28),.229,L,72,Duane Walker,185
Normal(19-24),22.148708255,High(40-180),70,1,Median(0.2-0.28),.244,R,69,Glenn Hubbard,150
Weighter(24-27),25.765817901,Median(10-40),22,1,Median(0.2-0.28),.245,R,72,Roger Freed,190
Weighter(24-27),24.370666667,Excellent(>180),267,1,Median(0.2-0.28),.278,R,75,George Hendrick,195
Normal(19-24),23.053626543,High(40-180),92,1,High(>0.28),.328,L,72,Rod Carew,170
Weighter(24-27),24.409722222,Lower(0-10),6,1,Low(0-0.2),.197,R,72,Bob Davis,180
Normal(19-24),23.731674383,Excellent(>180),195,1,Median(0.2-0.28),.264,R,72,Toby Harrah,175
Normal(19-24),23.745543254,High(40-180),56,1,Median(0.2-0.28),.257,L,73,Rick Manning,180
Weighter(24-27),25.101869355,Lower(0-10),0,1,No recorder(0),0,L,69,Israel Sanchez,170
Weighter(24-27),25.675675676,Lower(0-10),0,1,No recorder(0),0,B,74,Steve Burke,200
Normal(19-24),23.75,Excellent(>180),234,1,High(>0.28),.281,R,74,Gary Matthews,185
Normal(19-24),22.375578704,High(40-180),51,1,Median(0.2-0.28),.258,L,72,Cesar Geronimo,165
Weighter(24-27),24.342105263,High(40-180),41,1,Median(0.2-0.28),.216,L,76,Billy Bryan,200
Normal(19-24),23.745543254,Lower(0-10),0,1,No recorder(0),0,R,73,Terry Taylor,180
Weighter(24-27),25.988177895,Median(10-40),33,1,High(>0.28),.281,L,73,Terry Whitfield,197
Normal(19-24),23.707597699,Lower(0-10),4,1,Median(0.2-0.28),.215,R,71,Mario Mendoza,170
Weighter(24-27),24.405141678,Excellent(>180),306,1,High(>0.28),.283,L,73,Fred Lynn,185
Weighter(24-27),24.777027027,High(40-180),166,1,Median(0.2-0.28),.273,R,74,Larry Hisle,193
Weighter(24-27),24.409722222,Excellent(>180),390,1,Median(0.2-0.28),.248,L,72,Graig Nettles,180
Weighter(24-27),26.167763158,Lower(0-10),0,1,No recorder(0),0,R,76,Randy Nosek,215
Weighter(24-27),26.245333333,Median(10-40),31,1,Median(0.2-0.28),.262,R,75,Dave Engle,210
Normal(19-24),22.955102041,Lower(0-10),0,1,No recorder(0),0,L,70,Narciso Elvira,160
Weighter(24-27),25.765817901,High(40-180),118,1,High(>0.28),.293,L,72,Mike Easler,190
Weighter(24-27),27.601351351,Lower(0-10),0,1,No recorder(0),0,R,74,Mark Smith,215
Weighter(24-27),25.724338525,Lower(0-10),0,1,No recorder(0),0,R,73,Paul Mitchell,195
Weighter(24-27),26.383936949,Lower(0-10),6,1,Median(0.2-0.28),.234,B,73,Rick Sweet,200
Weighter(24-27),26.496726840,High(40-180),113,1,High(>0.28),.292,R,71,Thurman Munson,190
Weighter(24-27),24.120711111,Excellent(>180),241,1,Median(0.2-0.28),.264,L,75,Rick Monday,193
Weighter(24-27),24.363579080,Lower(0-10),5,1,Median(0.2-0.28),.226,R,69,Mike Sadek,165
Normal(19-24),22.426346406,Median(10-40),20,1,Median(0.2-0.28),.228,R,73,Mark Belanger,170
Weighter(24-27),25.223379630,Median(10-40),39,1,Median(0.2-0.28),.273,R,72,Ron Hunt,186
Weighter(24-27),25.087770062,Lower(0-10),9,1,Median(0.2-0.28),.246,L,72,Joe Keough,185
Weighter(24-27),25.370488889,Lower(0-10),0,1,No recorder(0),0,R,75,Butch Edge,203
Weighter(24-27),26.541836735,Median(10-40),29,1,Median(0.2-0.28),.229,R,70,Vic Correll,185
Normal(19-24),23.010315414,Median(10-40),12,1,Median(0.2-0.28),.208,R,71,Jackie Hernandez,165
Fat(>27),28.478009259,High(40-180),50,1,Median(0.2-0.28),.255,L,72,Tony Solaita,210
Weighter(24-27),24.404879984,Median(10-40),27,1,Median(0.2-0.28),.251,B,71,U L Washington,175
Normal(19-24),23.120888889,Lower(0-10),0,1,No recorder(0),0,R,75,Gary Mielke,185
Weighter(24-27),25.998520710,Lower(0-10),0,1,No recorder(0),0,R,78,Rick Henninger,225
Fat(>27),29.156057099,High(40-180),58,1,Median(0.2-0.28),.248,R,72,Joe Foy,215
Normal(19-24),22.496,Median(10-40),30,1,Median(0.2-0.28),.26,L,75,Ed Goodson,180
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,B,74,Mark Brown,190
Normal(19-24),23.707597699,Median(10-40),14,1,Median(0.2-0.28),.241,R,71,Mickey Klutts,170
Weighter(24-27),25.724338525,High(40-180),77,1,Median(0.2-0.28),.244,R,73,Leroy Stanton,195
Normal(19-24),21.697530864,Lower(0-10),0,1,No recorder(0),0,R,72,Rafael Vasquez,160
Weighter(24-27),24.404879984,Lower(0-10),0,1,No recorder(0),0,L,71,Len Whitehouse,175
Normal(19-24),21.299342105,Lower(0-10),2,1,Median(0.2-0.28),.22,R,76,Danny Ainge,175
Normal(19-24),23.085944830,High(40-180),59,1,Median(0.2-0.28),.247,R,73,Adolfo Phillips,175
Normal(19-24),23.731674383,Lower(0-10),7,1,Median(0.2-0.28),.25,R,72,Marv Breeding,175
Weighter(24-27),24.265285996,Lower(0-10),0,1,No recorder(0),0,R,78,Steve Adkins,210
Weighter(24-27),24.544336441,Excellent(>180),197,1,Median(0.2-0.28),.247,L,71,Dick McAuliffe,176
Normal(19-24),23.053626543,Lower(0-10),0,1,Low(0-0.2),.134,R,72,Joe Horlen,170
Weighter(24-27),26.443865741,Lower(0-10),2,1,Median(0.2-0.28),.237,R,72,Glenn Burke,195
Weighter(24-27),25.394081633,Lower(0-10),0,1,No recorder(0),0,R,70,Tony Mack,177
Normal(19-24),23.120888889,Lower(0-10),6,1,Median(0.2-0.28),.211,R,75,Terry Humphrey,185
Weighter(24-27),25.559210526,Lower(0-10),0,1,No recorder(0),0,R,76,Bill Moran,210
Normal(19-24),23.565095156,Lower(0-10),2,1,Median(0.2-0.28),.224,R,68,Enzo Hernandez,155
Normal(19-24),22.886998530,Lower(0-10),0,1,Median(0.2-0.28),.235,R,69,Cesar Gutierrez,155
Normal(19-24),23.672448980,Median(10-40),28,1,Median(0.2-0.28),.233,R,70,Coco Laboy,165
Normal(19-24),23.731674383,Median(10-40),13,1,Median(0.2-0.28),.231,B,72,Ted Kubiak,175
Weighter(24-27),24.404879984,High(40-180),112,1,Median(0.2-0.28),.26,R,71,Jim Morrison,175
Weighter(24-27),24.405141678,Lower(0-10),0,1,No recorder(0),0,R,73,Tom Gilles,185
Normal(19-24),22.426346406,High(40-180),56,1,Median(0.2-0.28),.236,R,73,Bobby Knoop,170
Weighter(24-27),24.391891892,Median(10-40),26,1,Median(0.2-0.28),.245,B,74,Bobby Brown,190
Weighter(24-27),25.102162269,Median(10-40),22,1,Median(0.2-0.28),.248,L,71,Tom Hutton,180
Weighter(24-27),24.405141678,Median(10-40),19,1,Median(0.2-0.28),.24,L,73,Ron Hodges,185
Normal(19-24),23.707597699,Lower(0-10),6,1,Median(0.2-0.28),.254,L,71,Rich Chiles,170
Weighter(24-27),26.167763158,High(40-180),86,1,High(>0.28),.282,R,76,Tom Paciorek,215
Normal(19-24),23.75,Median(10-40),13,1,Median(0.2-0.28),.243,R,74,Gary Woods,185
Weighter(24-27),25.724338525,Median(10-40),23,1,Median(0.2-0.28),.258,R,73,Bob Montgomery,195
Weighter(24-27),26.383936949,Excellent(>180),240,1,Median(0.2-0.28),.261,R,73,Jeff Burroughs,200
Weighter(24-27),24.391891892,Excellent(>180),292,1,Median(0.2-0.28),.279,L,74,Rusty Staub,190
Weighter(24-27),25.107142857,Lower(0-10),7,1,Median(0.2-0.28),.264,L,70,Jim Norris,175
Normal(19-24),22.313033128,Excellent(>180),200,1,Median(0.2-0.28),.265,L,71,Oscar Gamble,160
Weighter(24-27),25.559210526,Lower(0-10),0,1,No recorder(0),0,R,76,Bob Kammeyer,210
Weighter(24-27),26.850694444,Median(10-40),27,1,Median(0.2-0.28),.268,L,72,George Vukovich,198
Weighter(24-27),25.799444555,Lower(0-10),0,1,No recorder(0),0,L,71,Joe Pactwa,185
Normal(19-24),23.085944830,High(40-180),42,1,Median(0.2-0.28),.256,L,73,Craig Reynolds,175
Normal(19-24),22.782407407,High(40-180),134,1,Median(0.2-0.28),.25,R,72,Paul Blair,168
Weighter(24-27),25.988177895,High(40-180),108,1,Median(0.2-0.28),.27,R,73,Al Cowens,197
Weighter(24-27),26.443865741,Excellent(>180),219,1,High(>0.28),.303,L,72,Al Oliver,195
Weighter(24-27),26.636183297,Lower(0-10),6,1,Median(0.2-0.28),.213,R,71,Dave Hilton,191
Normal(19-24),23.920604915,Lower(0-10),5,1,Median(0.2-0.28),.214,R,69,Luis Alvarado,162
Normal(19-24),23.745777778,Excellent(>180),256,1,Median(0.2-0.28),.263,R,75,Larry Parrish,190
Weighter(24-27),24.620622222,Lower(0-10),2,1,Low(0-0.2),.138,R,75,Woodie Fryman,197
Normal(19-24),22.466216216,Lower(0-10),1,1,Median(0.2-0.28),.257,R,74,Bob Randall,175
Weighter(24-27),24.389795918,Lower(0-10),9,1,Median(0.2-0.28),.25,R,70,Jim Pankovits,170
Weighter(24-27),24.950657895,Lower(0-10),0,1,No recorder(0),0,L,76,Sherman Corbett,205
Weighter(24-27),27.121913580,Median(10-40),20,1,Median(0.2-0.28),.224,R,72,Carmen Fanzone,200
Weighter(24-27),25.799444555,Median(10-40),19,1,Median(0.2-0.28),.221,R,71,Gary Allenson,185
Weighter(24-27),25.765817901,High(40-180),77,1,Median(0.2-0.28),.263,L,72,Milt May,190
Normal(19-24),23.745543254,Median(10-40),34,1,Median(0.2-0.28),.279,R,73,Mike Vail,180
Weighter(24-27),24.995555556,High(40-180),122,1,Median(0.2-0.28),.25,R,75,Nick Esasky,200
Weighter(24-27),25.223379630,Median(10-40),16,1,Median(0.2-0.28),.22,L,72,Jim Nettles,186
Weighter(24-27),24.404879984,Lower(0-10),0,1,No recorder(0),0,B,71,Lafayette Currence,175
Weighter(24-27),25.765817901,Median(10-40),18,1,Median(0.2-0.28),.235,R,72,Chris Cannizzaro,190
Weighter(24-27),26.317567568,Median(10-40),29,1,Median(0.2-0.28),.273,L,74,Larry Biittner,205
Normal(19-24),22.466216216,Lower(0-10),0,1,No recorder(0),0,R,74,John Pawlowski,175
Normal(19-24),23.481703884,Lower(0-10),7,1,Low(0-0.2),.16,R,73,Mel Stottlemyre,178
Normal(19-24),22.466216216,Lower(0-10),0,1,No recorder(0),0,R,74,Jack Hardy,175
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,R,74,Ron Musselman,185
Weighter(24-27),24.405141678,High(40-180),163,1,Median(0.2-0.28),.257,B,73,Roy Smalley,185
Weighter(24-27),24.683792898,Lower(0-10),0,1,No recorder(0),0,R,71,Tony Chevez,177
Weighter(24-27),26.383936949,Lower(0-10),5,1,Low(0-0.2),.17,R,73,Andy Messersmith,200
Weighter(24-27),26.383936949,Excellent(>180),207,1,High(>0.28),.287,R,73,Richie Zisk,200
Weighter(24-27),25.107142857,Median(10-40),15,1,Median(0.2-0.28),.252,R,70,Dave Chalk,175
Weighter(24-27),25.064740101,Excellent(>180),338,1,Median(0.2-0.28),.26,R,73,Don Baylor,190
Weighter(24-27),24.668981047,Lower(0-10),6,1,Low(0-0.2),.161,R,73,John Vukovich,187
Weighter(24-27),24.816550926,Median(10-40),15,1,Median(0.2-0.28),.248,R,72,Danny Thompson,183
Normal(19-24),21.871111111,Lower(0-10),9,1,Median(0.2-0.28),.242,L,75,Joe Simpson,175
Weighter(24-27),27.121913580,Lower(0-10),7,1,Median(0.2-0.28),.241,L,72,Bill Fahey,200
Weighter(24-27),27.194009125,Median(10-40),18,1,Low(0-0.2),.199,R,71,Doug Camilli,195
Normal(19-24),23.731674383,High(40-180),73,1,Median(0.2-0.28),.239,L,72,Bernie Allen,175
Weighter(24-27),25.620444444,Median(10-40),26,1,Median(0.2-0.28),.239,R,75,Bruce Bochy,205
Weighter(24-27),25.799444555,Lower(0-10),0,1,No recorder(0),0,R,71,Gary Ignasiak,185
Weighter(24-27),25.765817901,High(40-180),164,1,Median(0.2-0.28),.278,L,72,Claudell Washington,190
Normal(19-24),22.313033128,Lower(0-10),4,1,Median(0.2-0.28),.238,L,71,John Donaldson,160
Normal(19-24),23.61640625,Lower(0-10),0,1,No recorder(0),0,L,80,Mike Smithson,215
Weighter(24-27),26.870222222,Excellent(>180),255,1,Median(0.2-0.28),.253,L,75,John Mayberry,215
Weighter(24-27),24.409722222,High(40-180),68,1,Median(0.2-0.28),.26,R,72,Ken Reitz,180
Normal(19-24),23.010315414,Excellent(>180),193,1,Median(0.2-0.28),.277,R,71,Amos Otis,165
Normal(19-24),22.955102041,High(40-180),55,1,Median(0.2-0.28),.254,R,70,Gene Alley,160
Normal(19-24),23.672448980,Median(10-40),23,1,Median(0.2-0.28),.262,R,70,Ted Sizemore,165
Weighter(24-27),24.409722222,Median(10-40),12,1,Low(0-0.2),.195,L,72,Dan Briggs,180
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Joe Skalski,190
Normal(19-24),23.010315414,Lower(0-10),7,1,Median(0.2-0.28),.238,R,71,Doug Flynn,165
Weighter(24-27),25.064740101,Lower(0-10),0,1,No recorder(0),0,B,73,Bert Bradley,190
Normal(19-24),22.466216216,Lower(0-10),2,1,Low(0-0.2),.163,R,74,Ken Holtzman,175
Weighter(24-27),24.405141678,High(40-180),98,1,Median(0.2-0.28),.254,L,73,Pete Ward,185
Weighter(24-27),26.443865741,Median(10-40),13,1,Median(0.2-0.28),.222,R,72,Kevin Bell,195
Weighter(24-27),25.460499156,Lower(0-10),5,1,Median(0.2-0.28),.205,R,73,Tom Nieto,193
Weighter(24-27),25.290540541,High(40-180),100,1,Median(0.2-0.28),.239,L,74,Duke Sims,197
Weighter(24-27),25.389489619,Median(10-40),20,1,Median(0.2-0.28),.253,R,68,Larvell Blanks,167
Normal(19-24),21.615750843,Lower(0-10),0,1,No recorder(0),0,R,71,Francisco Barrios,155
Normal(19-24),22.466216216,High(40-180),91,1,Median(0.2-0.28),.259,L,74,Mike Davis,175
Normal(19-24),23.713948389,Lower(0-10),1,1,Low(0-0.2),.167,L,77,Jerry Reuss,200
Weighter(24-27),25.765817901,High(40-180),102,1,Median(0.2-0.28),.228,R,72,Steve Yeager,190
Weighter(24-27),25.724338525,Median(10-40),13,1,Median(0.2-0.28),.236,L,73,Danny Goodwin,195
Normal(19-24),22.313033128,Lower(0-10),7,1,Median(0.2-0.28),.236,B,71,Bud Harrelson,160
Weighter(24-27),24.370666667,Lower(0-10),6,1,Low(0-0.2),.137,L,75,Bob Knepper,195
Normal(19-24),23.672448980,High(40-180),61,1,High(>0.28),.295,L,70,Mickey Rivers,165
Normal(19-24),23.745777778,High(40-180),153,1,Median(0.2-0.28),.267,L,75,Jim Northrup,190
Weighter(24-27),25.033783784,Median(10-40),14,1,Median(0.2-0.28),.201,L,74,John Hale,195
Weighter(24-27),25.033783784,Lower(0-10),0,1,No recorder(0),0,L,74,Reggie Ritter,195
Weighter(24-27),25.107142857,Median(10-40),37,1,Median(0.2-0.28),.22,R,70,Pedro Garcia,175
Weighter(24-27),24.404879984,Excellent(>180),452,1,High(>0.28),.285,L,71,Carl Yastrzemski,175
Weighter(24-27),24.899645809,Lower(0-10),0,1,No recorder(0),0,R,77,Bob Babcock,210
Weighter(24-27),24.404879984,Lower(0-10),0,1,No recorder(0),0,R,71,Craig Eaton,175
Normal(19-24),21.697530864,High(40-180),43,1,Median(0.2-0.28),.249,B,72,Derrel Thomas,160
Weighter(24-27),24.391891892,High(40-180),43,1,Median(0.2-0.28),.26,R,74,Art Howe,190
Weighter(24-27),25.765817901,Median(10-40),20,1,Median(0.2-0.28),.256,R,72,Ike Brown,190
Weighter(24-27),24.828947368,Median(10-40),11,1,Median(0.2-0.28),.216,R,76,Howie Goss,204
Weighter(24-27),25.559210526,Median(10-40),16,1,Median(0.2-0.28),.229,R,76,Glenn Borgmann,210
Weighter(24-27),27.601351351,High(40-180),64,1,High(>0.28),.287,R,74,Lamar Johnson,215
Normal(19-24),22.591946042,Lower(0-10),4,1,Median(0.2-0.28),.235,R,71,Julio Gonzalez,162
Weighter(24-27),24.389795918,Lower(0-10),6,1,Median(0.2-0.28),.208,R,70,Bobby Klaus,170
Weighter(24-27),26.172646605,High(40-180),65,1,High(>0.28),.296,R,72,Manny Sanguillen,193
Fat(>27),30.680420551,High(40-180),84,1,Median(0.2-0.28),.257,L,71,Gates Brown,220
Normal(19-24),23.707597699,High(40-180),53,1,High(>0.28),.29,B,71,Johnny Ray,170
Weighter(24-27),24.391891892,Median(10-40),32,1,High(>0.28),.28,R,74,Jesus Alou,190
Normal(19-24),23.672448980,High(40-180),91,1,Median(0.2-0.28),.268,L,70,Ken Landreaux,165
Normal(19-24),20.690789474,High(40-180),60,1,Median(0.2-0.28),.277,R,76,Enos Cabell,170
Normal(19-24),23.731674383,Lower(0-10),0,1,No recorder(0),0,R,72,Roy Branch,175
Weighter(24-27),25.799444555,Median(10-40),20,1,Median(0.2-0.28),.261,B,71,Billy North,185
Normal(19-24),20.918468558,High(40-180),79,1,Median(0.2-0.28),.274,R,71,Juan Beniquez,150
Weighter(24-27),25.087770062,Median(10-40),39,1,Low(0-0.2),.199,R,72,Frank Fernandez,185
Weighter(24-27),26.828775510,Lower(0-10),10,1,Median(0.2-0.28),.265,R,70,Bombo Rivera,187
Weighter(24-27),25.765817901,Median(10-40),30,1,Median(0.2-0.28),.258,R,72,Steve Brye,190
Weighter(24-27),27.121913580,High(40-180),56,1,Median(0.2-0.28),.259,R,72,Ron Jackson,200
Normal(19-24),22.375578704,Lower(0-10),5,1,Median(0.2-0.28),.231,B,72,Roger Metzger,165
Normal(19-24),23.053626543,Median(10-40),11,1,Median(0.2-0.28),.27,R,72,Rufino Linares,170
Weighter(24-27),25.087770062,Median(10-40),17,1,Median(0.2-0.28),.244,L,72,Ray Webster,185
Weighter(24-27),25.765817901,Median(10-40),27,1,Median(0.2-0.28),.233,R,72,Bob Kearney,190
Weighter(24-27),24.306797099,Median(10-40),13,1,Low(0-0.2),.165,R,77,Fergie Jenkins,205
Weighter(24-27),25.724338525,High(40-180),66,1,Median(0.2-0.28),.261,R,73,Dick Dietz,195
Weighter(24-27),24.370666667,Lower(0-10),10,1,Median(0.2-0.28),.245,R,75,Ted Cox,195
Weighter(24-27),24.389795918,Lower(0-10),3,1,Median(0.2-0.28),.243,L,70,Bobby Mitchell,170
Normal(19-24),23.120888889,Median(10-40),21,1,Median(0.2-0.28),.235,R,75,Bobby Mitchell,185
Normal(19-24),23.745543254,Lower(0-10),2,1,Median(0.2-0.28),.251,R,73,Barry Evans,180
Weighter(24-27),25.824489796,Median(10-40),32,1,Median(0.2-0.28),.259,R,70,Mickey Brantley,180
Weighter(24-27),24.409722222,Median(10-40),11,1,Median(0.2-0.28),.263,R,72,Al Gallagher,180
Normal(19-24),23.120888889,Lower(0-10),0,1,No recorder(0),0,R,75,Rob Woodward,185
Normal(19-24),23.707597699,Median(10-40),39,1,Median(0.2-0.28),.225,R,71,Hector Cruz,170
Normal(19-24),23.565095156,Lower(0-10),0,1,Low(0-0.2),.125,B,68,Fred Norman,155
Normal(19-24),23.108108108,Lower(0-10),1,1,Median(0.2-0.28),.236,R,74,Woody Woodward,180
Normal(19-24),22.375578704,Lower(0-10),7,1,Median(0.2-0.28),.24,R,72,Ted Martinez,165
Normal(19-24),23.053626543,Median(10-40),13,1,Median(0.2-0.28),.218,R,72,Jim Anderson,170
Normal(19-24),23.625288805,Median(10-40),25,1,Median(0.2-0.28),.23,R,69,Lenn Sakata,160
Weighter(24-27),24.391891892,High(40-180),109,1,Median(0.2-0.28),.214,R,74,Dave Duncan,190
Weighter(24-27),24.138503086,Lower(0-10),0,1,Low(0-0.2),.132,R,72,Randy Jones,178
Weighter(24-27),25.724338525,Median(10-40),16,1,Median(0.2-0.28),.227,R,73,Dick Billings,195
Normal(19-24),23.731674383,Lower(0-10),0,1,No recorder(0),0,R,72,Bob Veselic,175
Weighter(24-27),24.370666667,High(40-180),100,1,High(>0.28),.282,L,75,Bruce Bochte,195
Weighter(24-27),24.125967070,High(40-180),96,1,Median(0.2-0.28),.264,L,71,Bernie Carbo,173
Normal(19-24),23.490755179,Median(10-40),36,1,Median(0.2-0.28),.279,L,67,Vic Davalillo,150
Weighter(24-27),27.703133796,Lower(0-10),4,1,Low(0-0.2),.123,R,73,Burt Hooton,210
Weighter(24-27),25.724338525,Lower(0-10),0,1,No recorder(0),0,B,73,Chuck Hockenbery,195
Weighter(24-27),25.998520710,Lower(0-10),0,1,No recorder(0),0,R,78,Bob Ferris,225
Normal(19-24),23.672448980,Median(10-40),17,1,Median(0.2-0.28),.235,R,70,Fernando Gonzalez,165
Weighter(24-27),25.765817901,High(40-180),95,1,Median(0.2-0.28),.248,R,72,Jim Sundberg,190
Weighter(24-27),25.620444444,High(40-180),73,1,Median(0.2-0.28),.236,R,75,Andy Kosco,205
Weighter(24-27),26.911615688,Median(10-40),16,1,Median(0.2-0.28),.206,B,73,Steve Huntz,204
Weighter(24-27),25.620444444,Lower(0-10),0,1,No recorder(0),0,R,75,Gary Wheelock,205
Normal(19-24),23.053626543,Lower(0-10),5,1,Median(0.2-0.28),.251,R,72,Lenny Faedo,170
Normal(19-24),23.731674383,High(40-180),116,1,Median(0.2-0.28),.253,L,72,John Lowenstein,175
Normal(19-24),22.426346406,Median(10-40),14,1,Median(0.2-0.28),.252,B,73,Don Kessinger,170
Weighter(24-27),26.443865741,Median(10-40),40,1,Median(0.2-0.28),.239,L,72,Joe Hague,195
Weighter(24-27),24.391891892,High(40-180),63,1,High(>0.28),.299,L,74,Bake McBride,190
Normal(19-24),23.745777778,Median(10-40),27,1,Median(0.2-0.28),.265,R,75,Dick Davis,190
Normal(19-24),23.745543254,Median(10-40),13,1,Median(0.2-0.28),.263,B,73,Richie Scheinblum,180
Weighter(24-27),25.724338525,High(40-180),80,1,Median(0.2-0.28),.24,L,73,Ed Herrmann,195
Weighter(24-27),24.950657895,Lower(0-10),0,1,No recorder(0),0,L,76,Mike Rochford,205
Weighter(24-27),24.370666667,Lower(0-10),0,1,No recorder(0),0,B,75,Jeff Schneider,195
Weighter(24-27),25.765817901,Median(10-40),14,1,Median(0.2-0.28),.264,L,72,Bob Molinaro,190
Weighter(24-27),24.800900732,High(40-180),53,1,Median(0.2-0.28),.242,L,73,Mike Hegan,188
Weighter(24-27),25.033783784,Median(10-40),31,1,Median(0.2-0.28),.247,R,74,Mike Diaz,195
Weighter(24-27),24.274112654,Median(10-40),25,1,Median(0.2-0.28),.251,R,72,Tim Foli,179
Weighter(24-27),25.765817901,Median(10-40),12,1,Median(0.2-0.28),.213,R,72,Alan Knicely,190
Weighter(24-27),26.495288889,High(40-180),77,1,Median(0.2-0.28),.225,R,75,Tim Laudner,212
Weighter(24-27),26.078357469,Median(10-40),26,1,High(>0.28),.287,R,71,Jose Morales,187
Weighter(24-27),25.537551020,Lower(0-10),0,1,No recorder(0),0,R,70,Luis Encarnacion,178
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,R,74,Rick Kreuger,185
Weighter(24-27),25.087770062,Lower(0-10),4,1,Low(0-0.2),.165,R,72,Juan Marichal,185
Weighter(24-27),25.630208333,Lower(0-10),4,1,Low(0-0.2),.104,B,72,Vida Blue,189
Weighter(24-27),24.363579080,Lower(0-10),0,1,No recorder(0),0,L,69,Angel Moreno,165
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Roger Weaver,190
Normal(19-24),23.053626543,Lower(0-10),7,1,Median(0.2-0.28),.218,R,72,Stan Papi,170
Normal(19-24),23.745543254,Median(10-40),39,1,Median(0.2-0.28),.248,L,73,Rob Wilfong,180
Normal(19-24),23.121099680,Lower(0-10),0,1,No recorder(0),0,R,77,Chris Knapp,195
Weighter(24-27),24.391891892,High(40-180),68,1,High(>0.28),.28,R,74,Steve Henderson,190
Normal(19-24),23.75,Median(10-40),17,1,Median(0.2-0.28),.234,R,74,Rob Picciolo,185
Weighter(24-27),24.950657895,Lower(0-10),0,1,No recorder(0),0,R,76,Don Welchel,205
Weighter(24-27),24.405141678,Lower(0-10),0,1,No recorder(0),0,L,73,Randy Wiles,185
Weighter(24-27),25.845588235,Median(10-40),13,1,Median(0.2-0.28),.245,R,68,Roberto Pena,170
Normal(19-24),21.697530864,Median(10-40),23,1,Median(0.2-0.28),.255,R,72,Bob Dernier,160
Weighter(24-27),25.675675676,High(40-180),160,1,Median(0.2-0.28),.253,R,74,Bill Melton,200
Normal(19-24),21.615750843,Lower(0-10),5,1,Median(0.2-0.28),.251,B,71,Albert Hall,155
Weighter(24-27),24.389795918,Median(10-40),11,1,Median(0.2-0.28),.267,R,70,Barbaro Garbey,170
Weighter(24-27),25.087770062,High(40-180),131,1,Median(0.2-0.28),.249,L,72,John Milner,185
Normal(19-24),23.120888889,High(40-180),52,1,Median(0.2-0.28),.253,L,75,Rich Reese,185
Weighter(24-27),26.443865741,Median(10-40),27,1,Median(0.2-0.28),.227,B,72,Chris Bando,195
Weighter(24-27),25.087770062,High(40-180),174,1,High(>0.28),.289,L,72,Bill Buckner,185
Weighter(24-27),24.391891892,Median(10-40),22,1,Median(0.2-0.28),.251,R,74,Jack Hiatt,190
Normal(19-24),23.733552632,Median(10-40),22,1,Median(0.2-0.28),.223,R,76,Nelson Mathews,195
Normal(19-24),22.148708255,Lower(0-10),0,1,Median(0.2-0.28),.227,B,69,Larry Lintz,150
Weighter(24-27),25.085423875,Lower(0-10),2,1,Median(0.2-0.28),.248,R,68,Ron Theobald,165
Weighter(24-27),24.409722222,Lower(0-10),0,1,No recorder(0),0,R,72,Dewey Robinson,180
Normal(19-24),21.766747983,Median(10-40),13,1,Median(0.2-0.28),.246,R,73,Rafael Santana,165
Weighter(24-27),24.389795918,Median(10-40),30,1,Median(0.2-0.28),.258,B,70,Jerry Hairston,170
Normal(19-24),23.707597699,Lower(0-10),0,1,No recorder(0),0,R,71,Tony Arnold,170
Normal(19-24),23.713948389,Lower(0-10),0,1,No recorder(0),0,L,77,Jeff Schattinger,200
Normal(19-24),20.156856131,Lower(0-10),0,1,No recorder(0),0,R,77,Ike Brookens,170
Normal(19-24),23.745777778,Median(10-40),13,1,Median(0.2-0.28),.229,R,75,Tommie Aaron,190
